measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,North Africa and Middle East,Both,All ages,Malaria,Rate,1991,2.50448288298075,4.473954062209711,1.165641216856788
Deaths,North Africa and Middle East,Both,All ages,Road injuries,Rate,1992,25.805788093285667,34.92839163071085,16.72759659746978
Deaths,Oceania,Both,All ages,Malaria,Rate,2002,29.812520207469003,50.1540218325833,14.352022626480448
Deaths,Oceania,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,4.69280488566719,12.538722942141556,1.100898650482426
Deaths,Oceania,Both,All ages,Self-harm,Rate,2002,4.575709674528127,6.0838291721614866,3.276683798888575
Deaths,Latin America and Caribbean,Both,All ages,All causes,Rate,1990,577.3451753512142,579.7322714884233,574.9400651935031
Deaths,Latin America and Caribbean,Both,All ages,Tuberculosis,Rate,1990,11.677195444691828,12.877013412064084,10.516900409193212
Deaths,Latin America and Caribbean,Both,All ages,HIV/AIDS,Rate,1990,5.145370534691894,5.740065754425704,4.452105100242187
Deaths,Latin America and Caribbean,Both,All ages,Diarrheal diseases,Rate,1990,32.51054055234461,34.40208442861936,30.982903852003037
Deaths,Latin America and Caribbean,Both,All ages,Lower respiratory infections,Rate,1990,41.944660757422824,43.85305282834434,39.970197905845836
Deaths,Latin America and Caribbean,Both,All ages,Stroke,Rate,1990,50.9800303420954,53.592902945397995,48.27682356426092
Deaths,Latin America and Caribbean,Both,All ages,Chronic obstructive pulmonary disease,Rate,1990,16.105269095122487,16.9954092855076,15.024378212446376
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,40.830047571065585,42.213194967956014,39.514021196719696
Deaths,North Africa and Middle East,Both,All ages,Chronic obstructive pulmonary disease,Rate,1991,12.274123423690279,17.29331206350652,7.72188177882762
Deaths,Global,Both,All ages,Road injuries,Rate,1992,22.400350293215553,26.46671761868912,17.924078826824395
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,1992,3.426282868417644,4.652842567908827,2.35482300503839
Deaths,Sub-Saharan Africa,Both,All ages,Diabetes mellitus,Rate,1990,13.822339172158934,17.84987550846027,10.302038324939186
Deaths,Sub-Saharan Africa,Both,All ages,Chronic kidney disease,Rate,1990,15.644545554027037,19.273179814447566,11.78492371560344
Deaths,Sub-Saharan Africa,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1989,3.0582082773922306,3.9847109723896805,2.276449669086426
Deaths,Western Europe,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,56.216643619449904,58.04156828674386,53.49093814526227
Deaths,High-income North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1990,61.690407671608575,64.46955822273486,58.282580895854885
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,1991,3.383329790337048,4.637218707502697,2.286793101614831
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1992,20.732761254435918,22.810636398665725,19.491549995299977
Deaths,High-income North America,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,45.6815263294817,113.80291846442474,11.156539181925694
Deaths,High-income North America,Both,All ages,Diabetes mellitus,Rate,2002,26.618484129776743,29.232995803064583,23.783816641262533
Deaths,High-income North America,Both,All ages,Chronic kidney disease,Rate,2002,18.442206846704547,20.649106346995847,16.24490023220075
Deaths,Latin America and Caribbean,Both,All ages,Malaria,Rate,2002,0.7482712524047304,1.774244322542177,0.2288668337946814
Deaths,Latin America and Caribbean,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,11.747920639276233,29.679716526041194,2.8925912465705723
Deaths,Latin America and Caribbean,Both,All ages,Self-harm,Rate,2002,5.847613348149652,6.246644792501098,5.524325988686831
Deaths,North Africa and Middle East,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,8.664114065105705,10.728714397194377,7.307645270828407
Deaths,North Africa and Middle East,Both,All ages,Chronic kidney disease,Rate,2002,18.297665565441356,23.349366279018977,14.171621124370574
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus,Rate,1989,8.093758234106438,8.491202479793674,7.659192070327166
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Chronic kidney disease,Rate,1989,6.8487794120414955,7.393462811069594,6.364950495720554
Deaths,North Africa and Middle East,Both,All ages,Alzheimer's disease and other dementias,Rate,1990,6.344429194733862,16.997436004158644,1.5005143807118535
Deaths,South Asia,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,3.589633870685537,4.555545033218349,2.8794057616298367
Deaths,Sub-Saharan Africa,Both,All ages,Malaria,Rate,2002,119.4343470783745,188.84710429527084,65.91708034468395
Deaths,Sub-Saharan Africa,Both,All ages,Alzheimer's disease and other dementias,Rate,2002,5.802148561330569,14.895657988013642,1.3703443406892977
Deaths,Sub-Saharan Africa,Both,All ages,Self-harm,Rate,2002,8.365675456312438,11.22047653603054,5.975399549417569
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Rate,1991,64.18178703056465,66.80002598578041,60.51193903743648
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus,Rate,1990,11.179899434408414,15.677079772698969,7.444603769144744
Deaths,Latin America and Caribbean,Both,All ages,Road injuries,Rate,1991,22.69721583417386,24.394190843596295,21.128718525244842
Deaths,Oceania,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1993,8.617488326849465,11.776598089673604,6.113431471725567
Deaths,South Asia,Both,All ages,All causes,Rate,1992,969.2720553359396,985.5197057882555,953.8623349553653
Deaths,South Asia,Both,All ages,Tuberculosis,Rate,1992,76.80954999399333,100.6342094812022,58.38432569384677
Deaths,South Asia,Both,All ages,HIV/AIDS,Rate,1992,0.17839232523448809,0.3822640041792088,0.07296141463348928
Deaths,Western Europe,Both,All ages,Malaria,Rate,1992,0.0037227601392587563,0.005918673559423543,0.0020248095614822602
Deaths,Oceania,Both,All ages,All causes,Rate,1991,739.254406169188,753.8644212659894,720.5082578351044
Deaths,Oceania,Both,All ages,Tuberculosis,Rate,1991,32.905595622155694,52.13492524058427,22.559625304189126
Deaths,Oceania,Both,All ages,HIV/AIDS,Rate,1991,0.4120026884079373,0.5068741110609777,0.3335418095138434
Deaths,Oceania,Both,All ages,Diarrheal diseases,Rate,1991,34.7833075887643,48.858952048826936,22.22001419873559
Deaths,Oceania,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1992,8.454128659654787,11.726023735642176,5.965272257812509
Deaths,North Africa and Middle East,Both,All ages,All causes,Rate,1990,724.5598298499248,729.5221116247125,719.5852592742077
Deaths,North Africa and Middle East,Both,All ages,Tuberculosis,Rate,1990,9.328565614024035,14.57358140475046,5.5371906217875635
Deaths,North Africa and Middle East,Both,All ages,HIV/AIDS,Rate,1990,0.3280555936381615,0.6898805487036367,0.17627407977868925
Deaths,North Africa and Middle East,Both,All ages,Diarrheal diseases,Rate,1990,26.35051336829657,36.64790162500633,18.63038864059059
Deaths,East Asia,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1992,26.88505418017377,33.347927844633325,23.167832273390125
Deaths,North Africa and Middle East,Both,All ages,Lower respiratory infections,Rate,1990,52.69419842889487,65.35816920466986,42.345328399318014
Deaths,North Africa and Middle East,Both,All ages,Malaria,Rate,1990,2.4720912330791966,4.487489185964501,1.1811033459578832
Deaths,North Africa and Middle East,Both,All ages,Chronic obstructive pulmonary disease,Rate,1990,12.283101791772912,17.1197429249313,7.531962643734892
Deaths,Oceania,Both,All ages,Diabetes mellitus,Rate,1993,44.83819731028745,57.24609537532644,35.038161469723306
Deaths,Oceania,Both,All ages,Chronic kidney disease,Rate,1993,8.952256057918603,11.770126942174244,6.712388267970504
Deaths,South Asia,Both,All ages,Diarrheal diseases,Rate,1992,145.39290763564577,198.57135831803757,119.71010252596159
Deaths,South Asia,Both,All ages,Lower respiratory infections,Rate,1992,69.53120248449682,81.58210300444945,59.62823352114215
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,1992,64.95058853395554,78.66566995190678,51.83380669488693
Deaths,South Asia,Both,All ages,Stroke,Rate,1992,47.611113192596655,59.734889654773,37.2626034830361
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Rate,1990,65.30726974758474,67.9667595933462,61.6714892456276
Deaths,Global,Both,All ages,Chronic kidney disease,Rate,1992,11.513362365903516,13.151246643074554,9.809979675130693
Deaths,Oceania,Both,All ages,Lower respiratory infections,Rate,1991,68.54621709617916,84.8653153504532,54.96463794895612
Deaths,Oceania,Both,All ages,Ischemic heart disease,Rate,1991,76.1410274958762,97.54966781979971,58.36902176292707
Deaths,Oceania,Both,All ages,Stroke,Rate,1991,60.0629845772114,78.7372520350207,41.709185867971875
Deaths,Oceania,Both,All ages,Chronic obstructive pulmonary disease,Rate,1991,34.54775162823778,46.5421163429852,22.82299361814593
Deaths,Oceania,Both,All ages,Road injuries,Rate,1991,15.687899860270969,20.518503717962027,10.808185474903468
Deaths,South Asia,Both,All ages,Road injuries,Rate,1992,13.253042639642132,16.47152071451881,10.097557411955057
Deaths,Oceania,Both,All ages,Diabetes mellitus,Rate,1992,44.524073128565604,56.79926770569536,34.65338052612474
Deaths,Oceania,Both,All ages,Chronic kidney disease,Rate,1992,8.888315160101335,11.519241358003319,6.653191607403971
Deaths,High-income North America,Both,All ages,Lower respiratory infections,Rate,1989,29.259756410654834,32.778802620785285,25.42682285835902
Deaths,High-income North America,Both,All ages,Malaria,Rate,1989,0.0,0.0,0.0
Deaths,East Asia,Both,All ages,Malaria,Rate,1993,0.012383240004777474,0.05228636240860241,9.849255957317616e-05
Deaths,East Asia,Both,All ages,Alzheimer's disease and other dementias,Rate,1993,11.185844149216981,29.893518437635844,2.805009257259873
Deaths,Global,Both,All ages,All causes,Rate,2002,816.501192125775,823.0766456600866,809.9045030503625
Deaths,Global,Both,All ages,Tuberculosis,Rate,2002,26.80693362083435,33.03176409688804,21.900683477491945
Deaths,Global,Both,All ages,HIV/AIDS,Rate,2002,26.450666646682325,28.56036732839108,24.78964452643077
Deaths,Global,Both,All ages,Diarrheal diseases,Rate,2002,34.796997142330746,47.414965088829206,27.51346493178373
Deaths,Global,Both,All ages,Lower respiratory infections,Rate,2002,40.886164410244085,45.36415330985352,36.559295598721505
Deaths,East Asia,Both,All ages,Self-harm,Rate,1993,19.32236158523303,23.38357696586607,14.115483136460387
Deaths,Oceania,Both,All ages,All causes,Rate,1990,732.319531592198,748.7640930357751,716.9370498586273
Deaths,Oceania,Both,All ages,Tuberculosis,Rate,1990,33.18815493361626,52.83813565499397,22.253961320641345
Deaths,Oceania,Both,All ages,HIV/AIDS,Rate,1990,0.3464841016986965,0.43570168617884336,0.2807727460659961
Deaths,Oceania,Both,All ages,Diarrheal diseases,Rate,1990,35.640703462548345,49.145042596324835,23.404082222609436
Deaths,South Asia,Both,All ages,Malaria,Rate,1992,8.605610621296888,19.884325918687928,3.6138474197970276
Deaths,South Asia,Both,All ages,Chronic obstructive pulmonary disease,Rate,1992,44.63670999558009,58.673205426680184,31.0637635078064
Deaths,Latin America and Caribbean,Both,All ages,Road injuries,Rate,1990,23.1488017003986,24.920768254480098,21.45234692023679
Deaths,Western Europe,Both,All ages,Malaria,Rate,1993,0.0016310189021982926,0.0031074089249486236,0.0006000360770684932
Deaths,Western Europe,Both,All ages,Alzheimer's disease and other dementias,Rate,1993,44.48847496104246,110.75433677332106,10.722197279768235
Deaths,Western Europe,Both,All ages,Self-harm,Rate,1993,15.052201434328538,15.60563247177984,14.521239775708844
Deaths,South Asia,Both,All ages,Alzheimer's disease and other dementias,Rate,1990,3.5172803586251424,9.630333082665768,0.875695571376215
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,1991,113.2990667749982,134.19170922486717,93.64898943391559
Deaths,North Africa and Middle East,Both,All ages,Stroke,Rate,1991,84.51699716330994,102.30059519293052,67.46105693384061
Deaths,Western Europe,Both,All ages,All causes,Rate,1993,1001.8096753482172,1003.0830584683374,1000.59142522728
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,1993,2.157295282526384,2.333477767149023,1.9588113846773727
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,1993,4.646501843056073,4.823903982226363,4.469236398751721
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,1993,0.8058065356329801,0.9011508176932691,0.6986147503134539
Deaths,South Asia,Both,All ages,Self-harm,Rate,1992,12.400760401628714,14.709132622144601,9.920663068154926
Deaths,Western Europe,Both,All ages,Alzheimer's disease and other dementias,Rate,1992,42.81982693639489,107.013521384461,10.302999543252087
Deaths,Western Europe,Both,All ages,Self-harm,Rate,1992,15.162681487292915,15.734740716034654,14.647588188180347
Deaths,East Asia,Both,All ages,Diabetes mellitus,Rate,1993,6.9496403557787625,8.580467474962095,5.437317650099743
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,1991,103.86933529000972,111.67947463205489,95.99125458827163
Deaths,Global,Both,All ages,Stroke,Rate,1991,103.77995391806054,112.92857946985453,93.02713909078034
Deaths,Oceania,Both,All ages,Lower respiratory infections,Rate,1990,69.3026917716784,84.52477840113175,54.9662371813579
Deaths,Oceania,Both,All ages,Ischemic heart disease,Rate,1990,74.92993359298707,97.34086483399794,56.167902369717325
Deaths,Oceania,Both,All ages,Stroke,Rate,1990,59.34092054089981,78.95916946433195,41.14561325401814
Deaths,South Asia,Both,All ages,Diabetes mellitus,Rate,1990,12.108133368271657,16.689992227358474,8.944889738549444
Deaths,South Asia,Both,All ages,Chronic kidney disease,Rate,1990,8.03874123828903,10.12340733373514,6.2346923909607135
Deaths,High-income North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1989,60.15032982538639,62.90013633686493,57.16595009046144
Deaths,North Africa and Middle East,Both,All ages,Self-harm,Rate,1990,3.3460198128963987,4.6682238837653465,2.3109014066700544
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,1993,34.306406103476654,36.607614320033065,30.97889179784351
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,1993,218.90898707689536,228.21375436042845,202.5558043272504
Deaths,Western Europe,Both,All ages,Stroke,Rate,1993,123.59567302401679,129.953866873434,110.74113935328964
Deaths,East Asia,Both,All ages,Chronic kidney disease,Rate,1993,9.890368754199221,12.905454884395331,7.582912457161797
Deaths,Oceania,Both,All ages,Chronic obstructive pulmonary disease,Rate,1990,34.462630981681734,46.38474445493909,22.707111748402706
Deaths,Oceania,Both,All ages,Road injuries,Rate,1990,15.68060623870623,21.01106082393584,11.124949140559602
Deaths,East Asia,Both,All ages,Diabetes mellitus,Rate,1992,6.779579792060019,8.456945797807707,5.333537436475256
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Rate,1992,12.942769761887135,32.96983753516234,3.1908835852038253
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Malaria,Rate,1990,0.0936889099818333,0.23509380830100438,0.035178303743077524
Deaths,Sub-Saharan Africa,Both,All ages,All causes,Rate,1992,1451.7335009198648,1463.0730039598736,1438.6654495924374
Deaths,Sub-Saharan Africa,Both,All ages,Diabetes mellitus,Rate,1989,13.795261739759642,17.784056185002907,10.659529410160161
Deaths,Sub-Saharan Africa,Both,All ages,Chronic kidney disease,Rate,1989,15.757502548352807,20.00847630952567,11.756745550608187
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Alzheimer's disease and other dementias,Rate,1990,16.860367447838065,43.84109428271823,4.077372047462955
Deaths,Sub-Saharan Africa,Both,All ages,Tuberculosis,Rate,1992,83.7888213859274,115.11437603883479,58.28161332750605
Deaths,Sub-Saharan Africa,Both,All ages,HIV/AIDS,Rate,1992,81.95420702256877,90.7560888250646,74.06503865179603
Deaths,Sub-Saharan Africa,Both,All ages,Diarrheal diseases,Rate,1992,187.76332260223614,244.09886086778513,137.52081559374577
Deaths,Sub-Saharan Africa,Both,All ages,Lower respiratory infections,Rate,1992,130.61048488335717,160.35021299510683,102.12029855008673
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1992,26.670804525145545,36.091151187791105,20.166558473567125
Deaths,Sub-Saharan Africa,Both,All ages,Stroke,Rate,1992,47.62681402620475,58.805478998232225,38.52353438471836
Deaths,Sub-Saharan Africa,Both,All ages,Chronic obstructive pulmonary disease,Rate,1992,9.136179828653848,13.378783721784487,5.901760217181815
Deaths,Sub-Saharan Africa,Both,All ages,Road injuries,Rate,1992,31.51741996254286,42.7007117531387,21.463697045634156
Deaths,North Africa and Middle East,Both,All ages,Road injuries,Rate,1991,25.930850895314617,35.323329117441794,16.76639710464777
Deaths,Western Europe,Both,All ages,Chronic obstructive pulmonary disease,Rate,1993,39.304294701267004,41.36412350575443,36.38116383910389
Deaths,Western Europe,Both,All ages,Road injuries,Rate,1993,15.02954650608913,15.587751989781506,14.438623930820377
Deaths,Western Europe,Both,All ages,All causes,Rate,1991,1003.2716298601587,1004.5618452797073,1002.0565659424688
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,1991,2.2215909417742363,2.4093700682129913,2.0333343019111534
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,1991,3.327809342120774,3.484402423964904,3.1945912186330716
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,1991,0.7268672300920949,0.8248602411113507,0.6434273130012599
Deaths,Oceania,Both,All ages,Diabetes mellitus,Rate,1991,44.161130962187436,56.66553769658729,34.51836457183802
Deaths,Oceania,Both,All ages,Chronic kidney disease,Rate,1991,8.835473695985895,11.338993879240894,6.574614915612926
Deaths,Western Europe,Both,All ages,Diabetes mellitus,Rate,1990,22.111897816928256,23.20465265863154,20.259161510676247
Deaths,Western Europe,Both,All ages,Chronic kidney disease,Rate,1990,12.764400508593292,13.927569413124266,11.454405935912499
Deaths,South Asia,Both,All ages,All causes,Rate,1991,1012.9887447783096,1031.7978236588337,995.0204460979608
Deaths,South Asia,Both,All ages,Tuberculosis,Rate,1991,78.58435544281558,103.70758398030816,58.73706274085662
Deaths,South Asia,Both,All ages,HIV/AIDS,Rate,1991,0.08637012935079787,0.18574285676773317,0.035010402744260316
Deaths,Global,Both,All ages,Malaria,Rate,2002,14.440681893138246,22.553008513546622,8.4910382337116
Deaths,Global,Both,All ages,Chronic obstructive pulmonary disease,Rate,2002,40.901124726036976,45.70274833172984,34.25280523881702
Deaths,East Asia,Both,All ages,Chronic kidney disease,Rate,1992,10.014854585015305,13.15839431548043,7.539393582477721
Deaths,Latin America and Caribbean,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1990,8.67343332276772,9.072728966538921,8.33690857740303
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus,Rate,1990,20.03846363571191,20.797235391888925,19.137015659211126
Deaths,Latin America and Caribbean,Both,All ages,Chronic kidney disease,Rate,1990,12.197114464031973,13.21359899272848,11.126124399271063
Deaths,Oceania,Both,All ages,Malaria,Rate,2003,32.30784261243291,54.13292947914286,16.23095619514566
Deaths,Oceania,Both,All ages,Alzheimer's disease and other dementias,Rate,2003,4.736265855458483,12.740223648264863,1.1031845131441247
Deaths,Oceania,Both,All ages,Self-harm,Rate,2003,4.523148175187961,6.079281963153348,3.293194595939551
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Self-harm,Rate,1990,20.880522948149515,22.140720453594867,19.648965926984015
Deaths,High-income North America,Both,All ages,Self-harm,Rate,1989,13.579461495716384,14.563153267098453,12.680857500600341
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,40.69028682327723,41.9915811376632,39.37120853145305
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,1991,29.474332983133866,31.395253432273808,26.695190938669846
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,1991,222.76089528360455,231.90145033680142,207.02703106372311
Deaths,Western Europe,Both,All ages,Stroke,Rate,1991,129.5277160697428,135.97406257624476,116.60893385278953
Deaths,South Asia,Both,All ages,Self-harm,Rate,1993,12.751274108964724,14.984824900421472,10.05764110186085
Deaths,Global,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1991,20.64803035688973,22.748108939290535,19.416209159256297
Deaths,Oceania,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1991,8.328852845137439,11.752758426332397,5.9732016798267935
Deaths,Global,Both,All ages,Alzheimer's disease and other dementias,Rate,1991,12.717397626280029,32.48167615463199,3.1344292051341816
Deaths,Western Europe,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,56.989316629046506,58.853737974432924,54.170035001275345
Deaths,Western Europe,Both,All ages,Chronic obstructive pulmonary disease,Rate,1991,38.96050231782907,40.83965699344818,36.18228797363595
Deaths,Western Europe,Both,All ages,Road injuries,Rate,1991,16.84742597037323,17.47059016511911,16.232435750011586
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Malaria,Rate,1989,0.11909735325971892,0.32574387077728634,0.041860593841711036
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Alzheimer's disease and other dementias,Rate,1989,16.41106026388479,42.59225598074021,3.970624537048935
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Self-harm,Rate,1989,20.037127665096637,21.132930692018107,18.866594882942497
Deaths,South Asia,Both,All ages,All causes,Rate,1990,1023.0683418405889,1044.245335986758,1002.3262397012138
Deaths,South Asia,Both,All ages,Tuberculosis,Rate,1990,80.22931126965982,106.20768294008664,60.09248681324771
Deaths,South Asia,Both,All ages,HIV/AIDS,Rate,1990,0.04028308020871322,0.08796112305441374,0.015801682286016947
Deaths,Sub-Saharan Africa,Both,All ages,All causes,Rate,1991,1468.9042107014288,1480.340209329005,1458.2953043812956
Deaths,High-income North America,Both,All ages,Alzheimer's disease and other dementias,Rate,2003,46.09415031297147,114.72818923696141,11.247252633607209
Deaths,High-income North America,Both,All ages,Diabetes mellitus,Rate,2003,26.786479359459783,29.22086545699209,23.822858119822538
Deaths,High-income North America,Both,All ages,Chronic kidney disease,Rate,2003,18.968527749437893,21.335042104757694,16.617419291003046
Deaths,Latin America and Caribbean,Both,All ages,Malaria,Rate,2003,0.5920043102320229,1.2513881526536494,0.2084602437543908
Deaths,Latin America and Caribbean,Both,All ages,Alzheimer's disease and other dementias,Rate,2003,12.236346349369565,30.836287036790846,2.995818024056191
Deaths,Latin America and Caribbean,Both,All ages,Self-harm,Rate,2003,5.87395048766851,6.2375848751023675,5.56572803108903
Deaths,Global,Both,All ages,Diabetes mellitus,Rate,1992,13.070232203687075,15.112859961779208,11.288482142703247
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,1990,65.63813609499586,80.11709142572606,51.21254054760646
Deaths,South Asia,Both,All ages,Stroke,Rate,1990,48.09778951927442,60.77412969447781,37.807507501177305
Deaths,Global,Both,All ages,Self-harm,Rate,2002,12.977357452978689,14.193845229750572,11.196154278461036
Deaths,North Africa and Middle East,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,8.905934862317633,10.72144957250328,7.527466646475358
Deaths,North Africa and Middle East,Both,All ages,Chronic kidney disease,Rate,2003,18.14414710105595,23.10715298703163,13.886301201415575
Deaths,Global,Both,All ages,Road injuries,Rate,1991,22.58330146932301,26.81613455949191,18.02416820304709
Deaths,Sub-Saharan Africa,Both,All ages,All causes,Rate,1993,1449.756089757414,1461.5374386015724,1437.0831145769127
Deaths,Sub-Saharan Africa,Both,All ages,Tuberculosis,Rate,1993,83.02498951403086,113.13798243463131,58.41712490108027
Deaths,Sub-Saharan Africa,Both,All ages,HIV/AIDS,Rate,1993,96.93111679298869,106.78811247706939,88.56032166073987
Deaths,Sub-Saharan Africa,Both,All ages,Diarrheal diseases,Rate,1993,181.7411663885684,237.53440163408823,130.63099593042332
Deaths,Sub-Saharan Africa,Both,All ages,Lower respiratory infections,Rate,1993,128.83288865388855,160.65433683731558,101.66209191367194
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1993,26.628693236671108,35.436599112217735,20.345021428032975
Deaths,Sub-Saharan Africa,Both,All ages,Stroke,Rate,1993,47.449993086822516,58.45763170796235,38.88388640058749
Deaths,Western Europe,Both,All ages,All causes,Rate,1992,988.813981256026,989.9125635583246,987.6480457065452
Deaths,Western Europe,Both,All ages,Tuberculosis,Rate,1992,2.153513724712579,2.330076556002996,1.9682752931915266
Deaths,Western Europe,Both,All ages,HIV/AIDS,Rate,1992,4.031888103401847,4.1703699491798,3.8795994541791483
Deaths,Western Europe,Both,All ages,Diarrheal diseases,Rate,1992,0.7865938815844751,0.8868040738461965,0.6909412304811869
Deaths,Sub-Saharan Africa,Both,All ages,Malaria,Rate,2003,118.49405172400891,182.69546672812046,67.44487664072899
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,1990,103.82369284234552,111.36216460560469,95.80345979706325
Deaths,Global,Both,All ages,Stroke,Rate,1990,104.24826873374647,113.89632410534279,93.04502253869262
Deaths,Sub-Saharan Africa,Both,All ages,Alzheimer's disease and other dementias,Rate,2003,5.796182523665735,14.881681030301754,1.37961692802938
Deaths,Sub-Saharan Africa,Both,All ages,Tuberculosis,Rate,1991,84.65587548069922,116.87167325394438,61.01326832792422
Deaths,Sub-Saharan Africa,Both,All ages,HIV/AIDS,Rate,1991,67.59105491180054,75.92568076593385,60.41013735985417
Deaths,Sub-Saharan Africa,Both,All ages,Diarrheal diseases,Rate,1991,196.22152483552637,253.22093603977777,146.1522524333031
Deaths,Sub-Saharan Africa,Both,All ages,Lower respiratory infections,Rate,1991,132.59269966814608,164.0117929679281,103.5366259051363
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1991,27.02804911461849,36.64623417209745,20.26490118647965
Deaths,Sub-Saharan Africa,Both,All ages,Stroke,Rate,1991,48.29337407011113,60.5231331583458,38.89297084349589
Deaths,Sub-Saharan Africa,Both,All ages,Self-harm,Rate,2003,8.284165510015313,11.209669469862217,5.856974247951606
Deaths,Sub-Saharan Africa,Both,All ages,Chronic obstructive pulmonary disease,Rate,1991,9.23805993471541,13.247933756521277,6.020167853642714
Deaths,Sub-Saharan Africa,Both,All ages,Road injuries,Rate,1991,31.6321408401943,43.41118453743282,21.45916811243826
Deaths,South Asia,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,3.5867386058338386,4.475026672303393,2.950901699881461
Deaths,Global,Both,All ages,Chronic kidney disease,Rate,1991,11.507155678991625,13.125123688235183,9.77772772127769
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,1991,66.03421807603567,79.99354284776076,52.154161848898326
Deaths,South Asia,Both,All ages,Stroke,Rate,1991,48.616898334235216,60.962991424302814,38.45237313719006
Deaths,South Asia,Both,All ages,Road injuries,Rate,1991,13.328221626984087,16.64921943946974,10.242169913446412
Deaths,Sub-Saharan Africa,Both,All ages,Chronic obstructive pulmonary disease,Rate,1993,9.05452064566693,13.350636673237041,5.942274112512057
Deaths,Sub-Saharan Africa,Both,All ages,Road injuries,Rate,1993,31.630964780411478,42.71904841805198,21.495962099231672
Deaths,East Asia,Both,All ages,All causes,Rate,2002,710.7755530708363,740.7129662323887,681.9857965946594
Deaths,East Asia,Both,All ages,Tuberculosis,Rate,2002,8.4236700447651,10.224669530858938,6.967896985253344
Deaths,East Asia,Both,All ages,HIV/AIDS,Rate,2002,0.9757302311059053,1.1505645351835971,0.8253075569235145
Deaths,Western Europe,Both,All ages,Lower respiratory infections,Rate,1992,29.696690476209284,31.677398771582666,26.857471299510614
Deaths,Western Europe,Both,All ages,Ischemic heart disease,Rate,1992,217.2838026538794,226.27132689323562,201.62402764638318
Deaths,Western Europe,Both,All ages,Stroke,Rate,1992,124.7418645977524,131.24702683797776,112.08648987604683
